scene	Nb	Pn	H	base_histogram	unique_base_labels
scene0022_00	7	0.04457455850410803	2.343249534350995	[36244 54780 18632 10608 11315  6515  4361]	[0. 1. 4. 5. 6. 7. 8.]
scene0092_04	7	0.0744198236835835	2.060217147764352	[53113 22089  3962  8202  4049  3798  6563]	[0. 1. 2. 3. 4. 7. 8.]
scene0172_01	4	0.0	1.7850502026528332	[17596 16079 19743  2763]	[0. 1. 3. 7.]
scene0092_03	7	0.10548744917997747	1.9688225249324272	[58942 22463  3612  8433  3883  4704  4580]	[0. 1. 2. 3. 4. 7. 8.]
scene0172_00	6	0.0	2.1651438405164667	[15154 13959 17710 29002  1295  2577]	[0. 1. 2. 3. 7. 8.]
scene0510_02	3	0.04837991843047986	1.4026622644035511	[48067 21770 14449]	[0. 1. 7.]
scene0098_01	6	0.08151881548274714	1.8904282042244738	[29596 25717  2405  7972  1069  3615]	[0. 1. 2. 4. 7. 8.]
scene0424_02	8	0.036361215475370356	2.53062177492584	[26535 14096 33484  6468  7667  9211   441  6165]	[0. 1. 2. 4. 5. 6. 7. 8.]
scene0510_01	3	0.05415448679057967	1.4260849701885734	[42166 21383 13263]	[0. 1. 7.]
scene0044_01	3	0.0	0.9254697634439957	[67836 15530  3886]	[0. 1. 7.]
scene0388_00	5	0.0	1.9592282542826338	[26888 29927 16045  5408  3075]	[0. 1. 4. 6. 7.]
scene0510_00	3	0.05848804913099235	1.4528418302859287	[43150 22814 15286]	[0. 1. 7.]
scene0563_00	6	0.0	2.1986962648911685	[34442 29643 18640  8946  2273  7011]	[0. 1. 4. 6. 7. 8.]
scene0044_02	3	0.0	0.8904455173287544	[70322 14981  3663]	[0. 1. 7.]
scene0388_01	5	0.0	1.7075098376114548	[37664 24253  9687  4248   822]	[0. 1. 4. 6. 7.]
scene0044_00	3	0.0	0.950874476775292	[49166  8901  4594]	[0. 1. 7.]
scene0392_00	9	0.07802181634754829	2.600312176130643	[56694 33792 16258  9425  1461  9303  2856 12725 12737]	[0. 1. 2. 3. 4. 5. 6. 7. 8.]
scene0381_00	6	0.0	2.3068764592693927	[12789 15641 12612  7451  3611  1532]	[0. 1. 4. 5. 6. 8.]
scene0287_00	6	0.1330383419256538	1.9193372115258782	[35685 17044 12034  2078  1057  4838]	[0. 1. 3. 4. 7. 8.]
scene0371_00	5	0.0	1.8058375170233734	[25074 16853  7032   910  4179]	[0. 1. 4. 6. 7.]
scene0224_00	4	0.0805493738560198	1.5259845568237562	[13024    30 17305  7952]	[0. 1. 3. 5.]
scene0381_01	6	0.0	2.3668972574608556	[14919 17733 11444  6393  3695  4467]	[0. 1. 4. 5. 6. 8.]
scene0392_01	9	0.08879073839867692	2.445153938153803	[71901 35190 18006  7440  1133  7789  2968 10925 14032]	[0. 1. 2. 3. 4. 5. 6. 7. 8.]
scene0381_02	6	0.0	2.3321355252921765	[20878 14448  8655  5947  3470  5708]	[0. 1. 4. 5. 6. 8.]
scene0113_01	4	0.0	1.7178781905906262	[24463 38592 12533  5760]	[0. 1. 4. 6.]
scene0646_02	7	0.036353366098228715	2.3538002986107345	[51556 34436  9386 12449 11754  8100  4667]	[0. 1. 4. 5. 6. 7. 8.]
scene0252_00	6	0.005192357124496615	1.770928031500858	[56343 14040 12321  5033  2141  3660]	[0. 1. 4. 6. 7. 8.]
scene0215_00	6	0.0	2.1501297430560324	[27785 49287  5204 44007 11253  5213]	[0. 1. 2. 4. 6. 8.]
scene0460_00	4	0.16634062843868444	1.693713080613453	[24424  9952  5034  5816]	[0. 1. 2. 7.]
scene0371_01	5	0.0	1.8133388215408366	[25664 19349  7989  1742  2906]	[0. 1. 4. 6. 7.]
scene0113_00	4	0.0	1.6416783545488771	[22804 46433 13741  4884]	[0. 1. 4. 6.]
scene0022_01	8	0.0	2.512853966621862	[55249 65134  7234 17382 14344 12654 12521  7239]	[0. 1. 2. 4. 5. 6. 7. 8.]
scene0417_00	5	0.0	1.6392170543069877	[15256  4584  1534  3158   623]	[0. 1. 6. 7. 8.]
scene0166_00	8	0.1422898273233344	2.4668390950106724	[49504 23728  2852  4025  8743 10845  8369 11549]	[0. 1. 2. 4. 5. 6. 7. 8.]
scene0646_00	7	0.03558954594724798	2.421896754739624	[46426 34277  8849  5765  8979 11541 13541]	[0. 1. 4. 5. 6. 7. 8.]
scene0166_01	7	0.08803384367445609	2.2462786256498144	[55513 20986  4142  8744  9782  8226  7751]	[0. 1. 4. 5. 6. 7. 8.]
scene0166_02	8	0.1366768927839945	2.480064366707107	[51461 21678  4672  4298  8734  9146 12488  8140]	[0. 1. 2. 4. 5. 6. 7. 8.]
scene0551_00	5	0.0	1.8424650072803233	[49149 24268  2225 17945  7507]	[0. 1. 2. 4. 6.]
scene0215_01	7	0.0	2.100339658119644	[39543 65701  5251 52727 11689  3168  1644]	[0. 1. 2. 4. 6. 7. 8.]
scene0572_02	5	0.0	1.8066419557115374	[20010 72366 27275 11509  3886]	[0. 1. 4. 6. 8.]
scene0029_00	3	0.299817531221119	0.9782403501910131	[17773  2697  2306]	[0. 1. 7.]
scene0029_02	3	0.32326377274013846	1.1176711444157577	[14396  2475  2935]	[0. 1. 7.]
scene0029_01	3	0.32478404348248086	0.9801485676978605	[16381  2481  2147]	[0. 1. 7.]
scene0026_00	5	0.06036461767650866	2.0088013142512238	[38533 13475  4038 11664 17525]	[0. 1. 2. 7. 8.]
scene0668_00	6	0.0	2.0064367733078456	[52088 40834  6242 16750 11369   816]	[0. 1. 2. 4. 5. 6.]
scene0118_01	5	0.0	1.984397598381605	[48961 36053 15270  6030 12023]	[0. 1. 4. 6. 7.]
scene0118_00	5	0.0	1.9773982382809288	[52571 39507 18510  6477 11117]	[0. 1. 4. 6. 7.]
scene0646_01	7	0.029349683978709525	2.270644229501036	[69941 37346 10636  7707 11325  8234 12261]	[0. 1. 4. 5. 6. 7. 8.]
scene0572_00	5	0.0	2.0041912613732835	[37612 80322 28349 10903 18001]	[0. 1. 4. 6. 8.]
scene0103_00	5	0.0	1.7879656899175356	[20423 18322 13823  1879   498]	[0. 1. 4. 6. 7.]
scene0511_01	3	0.08082985961381822	1.4017166386697277	[28922 12146  9170]	[0. 1. 2.]
scene0103_01	5	0.0	1.8018816825091517	[18942 20102 14368  1494   931]	[0. 1. 4. 6. 7.]
scene0572_01	5	0.0	2.022306693609054	[47297 78487 27736 10414 20000]	[0. 1. 4. 6. 8.]
scene0045_00	5	0.0	2.038257734582793	[16137 36238  6972 27891  6766]	[0. 1. 4. 5. 6.]
scene0511_00	3	0.058734939759036146	1.4194311689920642	[29486 18594  8120]	[0. 1. 2.]
scene0118_02	6	0.0	2.0389233443121872	[49303 43259  2657 18432  6739  7328]	[0. 1. 2. 4. 6. 7.]
scene0070_00	8	0.0180654598646919	2.6085623424560604	[21095 16078 13167  5128  3217  3458  1258 14703]	[ 0.  1.  2.  3.  4.  6.  8. 13.]
scene0105_00	3	0.3037121644774415	0.8511520570309382	[15764  2400  1125]	[0. 1. 8.]
scene0124_01	4	0.07373552711761121	1.7698489341439545	[18796  5769  4742  8043]	[0. 1. 2. 7.]
scene0105_01	3	0.3663328989781222	0.8403505491355698	[12114  2491   476]	[0. 1. 7.]
scene0124_00	4	0.0790848851617074	1.7214897537225722	[18827  5237  3572  9223]	[0. 1. 2. 7.]
scene0143_00	5	0.0806260056700636	2.2099734409897858	[7152 4801 9394 2547 6012]	[ 0.  1.  3.  4. 13.]
scene0105_02	3	0.3865139096255218	0.812677490911178	[14287  2709   544]	[0. 1. 7.]
scene0123_02	4	0.0	1.784771252534266	[31993 65319 12984 27508]	[0. 1. 4. 6.]
scene0123_01	4	0.0	1.7994460346780903	[29335 64865 14247 29011]	[0. 1. 4. 6.]
scene0045_01	4	0.0	1.5852229530862725	[53752 13552 55500  5460]	[1. 4. 5. 6.]
scene0634_00	5	0.0	2.0896630472506676	[18574 60291 25957 16913 14969]	[0. 1. 4. 6. 8.]
scene0507_00	4	0.0	1.9538161230367999	[ 7537 10542  5451  6315]	[ 1.  3.  6. 13.]
scene0123_00	4	0.0	1.7547073711478602	[40439 74436 12728 27978]	[0. 1. 4. 6.]
scene0129_00	6	0.0	1.8304451798976913	[57388 32095  8064  4968  1169  8289]	[0. 1. 4. 6. 7. 8.]
scene0521_00	8	0.11680999959075576	2.4457165384122823	[44429 18334  3339  7952  3073  5201  9107 11748]	[ 0.  1.  2.  3.  5.  7.  8. 13.]
scene0114_00	7	0.057516643005412864	2.2387746126238617	[47526 23945 31543 12882   789  3150  7747]	[0. 1. 2. 4. 6. 7. 8.]
scene0182_01	1	0.035420259961948114	-0.0	[39788]	[0.]
scene0114_02	7	0.05447790481672379	2.1405729261747313	[50826 28179 37089 16488   732   555  6391]	[0. 1. 2. 4. 6. 7. 8.]
scene0114_01	7	0.02122284986872464	2.543756409577088	[49253 25069 31173 13063  5912 10102 23067]	[0. 1. 2. 4. 6. 7. 8.]
scene0399_00	4	0.023466964659868698	1.6952402105640125	[20049 21905  4828  4859]	[0. 1. 2. 7.]
scene0182_00	3	0.021627129510899432	0.7082116166755866	[48030  4365  3210]	[0. 1. 7.]
scene0182_02	2	0.036881396748946416	0.44012513304646234	[42802  4290]	[0. 1.]
scene0132_00	5	0.025456042677359875	1.9716971312507516	[52750 36126 29419  6850  7174]	[0. 1. 4. 5. 6.]
scene0399_01	3	0.0870712747518252	1.2153512429743283	[16382 21853  1923]	[0. 1. 7.]
scene0132_01	5	0.01332644163782642	1.9683895095648118	[57770 31225 28339  6677  9012]	[0. 1. 4. 5. 6.]
scene0132_02	5	0.022063004662799954	1.960493417505384	[60153 38980 31161  7741  7683]	[0. 1. 4. 5. 6.]
scene0008_00	7	0.0	2.023284486610063	[120711  53000  18420  14685  14472   4111   6989]	[0. 1. 4. 5. 6. 7. 8.]
scene0311_00	6	0.0357729324526329	1.9674992666297855	[43363 18011  6835  4872  2404  7590]	[0. 1. 2. 6. 7. 8.]
scene0060_00	4	0.0	1.5471754920002836	[55798 32603 12258  3897]	[0. 1. 2. 7.]
scene0060_01	4	0.0	1.547150797293779	[40470 34475 13444  1299]	[0. 1. 2. 7.]
scene0428_01	2	0.0	0.9372175378416474	[43961 24045]	[0. 1.]
scene0310_00	4	0.026852574514312232	1.7789910601952035	[26103  9231 11780  5972]	[0. 1. 2. 7.]
scene0310_01	4	0.03255490928031947	1.682734123751144	[30827  9001 11685  5123]	[0. 1. 2. 7.]
scene0143_02	7	0.017865302573849048	2.5145037441139255	[48556 28575 11723 15398  5174 11490 20439]	[ 0.  1.  3.  4.  6.  7. 13.]
scene0012_01	5	0.0	2.011352024412906	[18044 27592 17471  2131 40953]	[0. 1. 4. 6. 7.]
scene0310_02	4	0.03305272108843538	1.7091036363052616	[31452  9974 13492  5231]	[0. 1. 2. 7.]
scene0002_01	8	0.01608014582125722	2.791113161874413	[34008 23848 19819  9656  6475  6572 22963 13172]	[0. 1. 2. 4. 5. 6. 7. 8.]
scene0002_00	8	0.01140697197355412	2.5118895490052466	[57570 22937 16393  9744  5557  2309 22581 10062]	[0. 1. 2. 4. 5. 6. 7. 8.]
scene0143_01	7	0.022729121826021995	2.530221782963232	[59615 30999 27026 14711  9851 10351 18397]	[ 0.  1.  2.  3.  4.  7. 13.]
scene0428_00	2	0.0	0.9401932645628915	[83223 46213]	[0. 1.]
scene0012_02	5	0.0	2.0534100409537435	[25488 25985 18625  1617 33723]	[0. 1. 4. 6. 7.]
scene0158_00	4	0.12124313207284722	1.7750665509963328	[24596  7612 20689  6062]	[0. 1. 2. 7.]
scene0650_00	4	0.024929860243674343	1.3841962073795382	[60409 27911  7724  2849]	[0. 1. 4. 6.]
scene0604_02	10	0.0	2.6991265925670613	[59571 29496 41842  5644  7203  8216  6529  3797  2481 30643]	[ 0.  1.  2.  3.  4.  5.  6.  7.  8. 13.]
scene0012_00	5	0.0	2.0063409472064864	[29093 30642 17006  1896 45093]	[0. 1. 4. 6. 7.]
scene0661_00	5	0.0	1.7961442360293958	[19184 79235 10121 24579  7451]	[0. 1. 4. 6. 8.]
scene0482_01	3	0.07677406320193005	1.3860995371317866	[33932 16594  8914]	[0. 1. 2.]
scene0158_01	4	0.11608597036400516	1.79332759095898	[24200  7141 20230  7014]	[0. 1. 2. 7.]
scene0142_00	7	0.014303612050007759	2.2936875194653688	[66661 55085  8430 16261 13967  1431 30226]	[0. 1. 2. 4. 6. 7. 8.]
scene0562_00	5	0.0	1.8447151052135387	[13798 14173 18769  1090  1633]	[0. 1. 4. 6. 8.]
scene0604_00	10	0.0	2.9234489026041888	[31374 29144 45997  7607  6077  7786  5475  4538 26789 16602]	[ 0.  1.  2.  3.  4.  5.  6.  7.  8. 13.]
scene0158_02	4	0.12077618573289403	1.8070441656442184	[22811  8675 21551  6179]	[0. 1. 2. 7.]
scene0482_00	3	0.05344286505445819	1.3370291465863422	[47719 19872 11071]	[0. 1. 2.]
scene0604_01	10	0.0	2.6285478809628744	[32123 27446 61662  6992  7292 10044  4749  2716  1361 52421]	[ 0.  1.  2.  3.  4.  5.  6.  7.  8. 13.]
scene0157_00	6	0.06069107567740332	2.2384287381399632	[18936  6586  7669  1541  4226  5779]	[0. 1. 3. 4. 7. 8.]
scene0161_01	6	0.0	2.1139049425131398	[ 4988 15193  4789  3168   245  5036]	[0. 1. 4. 6. 7. 8.]
scene0161_00	6	0.0	2.192927896815919	[ 5883 16242  4588  3407  1260  4515]	[0. 1. 4. 6. 7. 8.]
scene0161_02	6	0.0	1.9734115067490379	[ 4357 18490  4257  2851   825  2951]	[0. 1. 4. 6. 7. 8.]
scene0157_01	6	0.060445288357719944	2.256998907585552	[16489  7835  8072  1825  4891  2755]	[0. 1. 3. 4. 7. 8.]
scene0152_00	6	0.0	1.8920372932939435	[73444 54135  3048 14398  6047 10023]	[0. 1. 2. 4. 6. 7.]
scene0370_00	7	0.0014318253250709123	2.145389067142244	[69342 73386   918 30499 10306 21676  3370]	[0. 1. 2. 4. 6. 7. 8.]
scene0174_01	6	0.06388745143097717	2.17560305857995	[26789 10337   957 12544 14063  3770]	[ 0.  1.  4.  7.  8. 13.]
scene0523_00	4	0.24562407592884056	1.583332745010762	[16168  4393  2805  3342]	[0. 1. 2. 7.]
scene0140_01	7	0.0069826573169901466	2.0331349762256625	[86692 89939  7012 80972 17120  1156  2703]	[0. 1. 2. 4. 6. 7. 8.]
scene0523_01	4	0.23795441102870923	1.5762100085839372	[16811  4982  3323  2699]	[0. 1. 2. 7.]
scene0174_00	5	0.19060213414634147	2.088752366279885	[27940 12029  9946 18187  4029]	[ 0.  1.  7.  8. 13.]
scene0523_02	4	0.2417724449245727	1.524831010212234	[20411  5008  3283  3627]	[0. 1. 2. 7.]
scene0370_01	6	0.0	2.146004931233892	[78774 74479 27904  9231 35605  5048]	[0. 1. 4. 6. 7. 8.]
scene0600_01	5	0.026646004740861366	1.845196996130072	[52449 16434 10818  9570  5700]	[0. 1. 3. 7. 8.]
scene0600_00	5	0.02660367976131278	1.8713782094803624	[54554 15456 10226 19177  4468]	[0. 1. 3. 7. 8.]
scene0370_02	6	0.0	2.1639168027637	[81673 66639 30827 10447 26090  6306]	[0. 1. 4. 6. 7. 8.]
scene0140_00	7	0.005451264409115651	2.234782610155571	[93465 83343  9122 93638 16257 12959  7870]	[0. 1. 2. 4. 6. 7. 8.]
scene0600_02	5	0.02721068847360995	1.862630805866626	[55046 15568 11242 10799  6977]	[0. 1. 3. 7. 8.]
scene0254_00	3	0.13251152967544502	1.4210166241065403	[18501 26965  7342]	[0. 1. 7.]
scene0175_00	4	0.0274908409773297	1.7528768276550193	[24379 10063  5193  8214]	[0. 1. 2. 7.]
scene0393_00	6	0.12161116283243413	2.3686861263865704	[32243 33966 11903  5031 16590 17460]	[0. 1. 4. 6. 7. 8.]
scene0393_01	6	0.09157686121008163	2.3624595540997246	[38997 27718 10786  5401 16815 25646]	[0. 1. 4. 6. 7. 8.]
scene0393_02	6	0.10481611647349103	2.3051904594882284	[38810 28317  6525  4942 18063 21394]	[0. 1. 4. 6. 7. 8.]
scene0254_01	3	0.11807087193059844	1.3995639724574493	[18195 30553  7765]	[0. 1. 7.]
scene0142_01	6	0.05940221228524359	1.866328249748077	[118331  42165   6977  15980    906  51157]	[0. 1. 2. 4. 7. 8.]
scene0459_00	6	0.0	2.1976754458915373	[23010 28007 33405  1188  6480 11795]	[0. 1. 4. 6. 7. 8.]
scene0115_00	5	0.0057644110275689225	1.4988679459553615	[28407 49292  4862   929  4022]	[0. 1. 2. 4. 7.]
scene0459_01	6	0.0	2.159215391140716	[22077 24858 28372  1997  1216 18838]	[0. 1. 4. 6. 7. 8.]
scene0159_00	6	0.0024736617312072894	2.2285286721096034	[37529 34480  4809  6500 13258 13128]	[ 0.  1.  4.  6.  7. 13.]
scene0115_02	6	0.0	2.0554933600625382	[25424 47044 21026  1367  4782  9603]	[0. 1. 2. 4. 7. 8.]
scene0163_00	6	0.0	2.1790697900647014	[39663 43097 42009 12446  6007  4161]	[0. 1. 4. 6. 7. 8.]
scene0429_00	4	0.13070640415404586	1.7455681650321657	[27476 10103  4916 12375]	[0. 1. 2. 7.]
scene0152_01	6	0.0	2.082976112798838	[ 93717 100489   5440  43270  21192  13357]	[0. 1. 2. 4. 6. 8.]
scene0115_01	6	0.0	1.9143590039846246	[37765 48798  5512  2311  5874  9448]	[0. 1. 2. 4. 7. 8.]
scene0163_01	6	0.0	2.277933167193518	[42139 43053 35120  9065 11791  7457]	[0. 1. 4. 6. 7. 8.]
scene0162_00	7	0.0	2.459726712822153	[52666 30592  6734  6934  9382 21885 20179]	[0. 1. 4. 5. 6. 7. 8.]
scene0348_00	4	0.18396899463962052	1.7286423230338508	[ 9513  3468 12660  2480]	[0. 1. 2. 8.]
scene0201_01	7	0.06738524468488677	2.1168903172993376	[36128 28669 14978  3162  5745  2956   881]	[0. 1. 2. 4. 5. 6. 7.]
scene0201_00	6	0.0724530873589451	2.0279878302514507	[36647 31905 12809  8292  3457  1536]	[0. 1. 2. 5. 6. 7.]
scene0283_00	5	0.0	2.0089814184745705	[38604 33381  7816 14497  6883]	[0. 1. 4. 6. 8.]
scene0348_02	4	0.15198916539698662	1.9220054901881851	[9420 4528 9854 5363]	[0. 1. 2. 8.]
scene0201_02	6	0.05784910342382795	2.081730760854655	[31466 33133 15136  6562  2192  3996]	[0. 1. 2. 5. 6. 7.]
scene0456_01	6	0.0	2.1521040985977047	[24711 37898 23574  9089  1777  5572]	[0. 1. 4. 6. 7. 8.]
scene0043_01	5	0.0	1.7443036624465043	[52259 30683  5308  9252  4282]	[0. 1. 4. 6. 8.]
scene0348_01	6	0.11816702211247053	2.429930938715146	[8149 9247 7729 3806 2077 4240]	[0. 1. 2. 4. 6. 8.]
scene0456_00	6	0.0	2.1050962927024335	[38552 39634 23008  7732  4465  3344]	[0. 1. 4. 6. 7. 8.]
scene0368_00	5	0.0	1.9787020898038088	[ 6260 23145 23063  3339  7426]	[0. 1. 4. 5. 6.]
scene0368_01	5	0.0	2.0541677453207963	[10447 23241 21941  3431  7599]	[0. 1. 4. 5. 6.]
scene0085_01	6	0.010352264557872035	2.2165683443268858	[51845 17053 25349  3585 15079 11069]	[ 0.  1.  3.  4.  7. 13.]
scene0043_00	4	0.07590452897022856	1.397784032510254	[56975 39264  5223  3793]	[0. 1. 4. 8.]
scene0085_00	6	0.008201912892598053	2.0537496795236287	[66983 19665 28877  3381 11053  8952]	[ 0.  1.  3.  4.  7. 13.]
scene0279_01	9	0.06345193907589915	2.358858490743747	[54287 30132  1077 15590  1941  7111   452  5875 19345]	[ 0.  1.  2.  3.  4.  5.  6.  7. 13.]
scene0442_00	3	0.0	1.3297880189446398	[46260 26164  8518]	[1. 4. 6.]
scene0333_00	5	0.10540147729308938	2.077439138201791	[11922  6526  1792  3273  6574]	[0. 1. 2. 4. 8.]
scene0519_00	4	0.021012460343004274	1.8535767750379175	[6319 4418 1502 3772]	[0. 1. 2. 7.]
scene0152_02	7	0.0	2.1775526876894147	[117350 137065   3212  50623  18437  19487  19064]	[0. 1. 2. 4. 6. 7. 8.]
scene0165_00	5	0.0	1.6994042953605872	[42892 28607 10071  1009  4961]	[0. 1. 4. 6. 7.]
scene0165_01	5	0.0	1.570989903808423	[43991 28258 10153  1016  1613]	[0. 1. 5. 6. 7.]
scene0279_00	9	0.07091893410844204	2.4340734553980377	[70331 29182  6273 17390  3712  7013   523  7574 24204]	[ 0.  1.  2.  3.  4.  5.  6.  7. 13.]
scene0165_02	5	0.0	1.5998660813000092	[52956 26342  9013  1038  4946]	[0. 1. 4. 6. 7.]
scene0279_02	9	0.061714397752895195	2.4164640810940208	[72807 26476  6216 15082  3664  6603   623  8607 34515]	[ 0.  1.  2.  3.  4.  5.  6.  7. 13.]
scene0185_00	7	0.0	2.477654066780168	[16246 20555  6570  8944  2150  3390  6276]	[0. 1. 2. 4. 6. 7. 8.]
scene0380_00	6	0.062287437559783186	2.201600330061999	[34271 21806  7805  8414  1507 19746]	[0. 1. 2. 4. 7. 8.]
scene0380_02	6	0.05632548253535316	2.008889830257953	[65674 20616 11827  7974  6209  9833]	[0. 1. 2. 4. 7. 8.]
scene0380_01	6	0.06356509055548802	2.175271734612549	[56409 24469 16053  9590  8250  8455]	[0. 1. 2. 4. 7. 8.]
scene0181_03	7	0.05880434710270795	2.420876850506243	[33875 31700 18482 10868  3296  6977  5741]	[0. 1. 2. 4. 6. 7. 8.]
scene0075_00	5	0.0	1.991914515546881	[26865 13771 13350  6888  2117]	[0. 1. 4. 6. 8.]
scene0404_02	4	0.0	1.3103177868802565	[34208  4158  1524 11036]	[0. 1. 6. 7.]
scene0404_00	4	0.0	1.1692234401528592	[37149  4199   981  8502]	[0. 1. 6. 7.]
scene0404_01	4	0.0	1.200275019747905	[34531  4547  1424  6498]	[0. 1. 6. 7.]
scene0192_01	4	0.0	1.7970470095632727	[28169 24193 20992  4328]	[0. 1. 4. 6.]
scene0236_00	5	0.07959145962472072	2.0712506293303115	[28310  9415 17422  5968  7111]	[0. 1. 3. 7. 8.]
scene0192_00	4	0.0	1.7316172975754132	[17532 40225 26256  4971]	[0. 1. 4. 6.]
scene0236_01	5	0.09608213634767486	1.5589584881388283	[41230  9287 15965  1398  1563]	[0. 1. 3. 7. 8.]
scene0192_02	4	0.0	1.7902178623835996	[19300 29728 26343  4595]	[0. 1. 4. 6.]
scene0267_00	6	0.0191191503369891	2.343108718511231	[28412 26938  6771  5116 14593 12771]	[0. 1. 4. 6. 7. 8.]
scene0178_00	9	0.003465987219930438	2.3047837374696813	[80992 27079  1593 21905  6373  3495 11833  1347 15322]	[ 0.  1.  2.  3.  4.  6.  7.  8. 13.]
scene0614_02	6	0.05886086155862937	2.0896495570624967	[44487 33492  5607 15185  6790  4056]	[0. 1. 2. 4. 7. 8.]
scene0419_00	9	0.038951615815721825	2.6592678490300288	[49762 32881 13655  5945  8955  3741 14740 42391  3166]	[ 0.  1.  2.  4.  5.  6.  7.  8. 13.]
scene0126_01	6	0.13118009586852317	1.657284777565123	[51238 13838  2241  4512  1091  8738]	[0. 1. 2. 4. 7. 8.]
scene0614_00	6	0.1355519993773986	2.232078514122434	[38798 33819  5500 16524  7080  9543]	[0. 1. 2. 4. 7. 8.]
scene0195_00	4	0.19429275354956693	1.469383597291817	[25389  7185  2243  5000]	[0. 1. 2. 7.]
scene0614_01	6	0.05239297132280474	2.14013678202438	[42550 31908  6069 16569  7077  4427]	[0. 1. 2. 4. 7. 8.]
scene0419_01	9	0.03620840453313164	2.6635283094649824	[60182 44703 15124  8347 11750  3812 17820 20253  3305]	[ 0.  1.  2.  4.  5.  6.  7.  8. 13.]
scene0195_01	4	0.1607353970130528	1.5625252475759657	[20951  6455  2742  4499]	[0. 1. 2. 7.]
scene0041_01	6	0.0	2.2092808021989883	[18653 15259  6644  4113  2935  2952]	[0. 1. 4. 6. 7. 8.]
scene0195_02	4	0.1517410181666113	1.4964464147050616	[23125  6737  2443  4413]	[0. 1. 2. 7.]
scene0126_00	6	0.20902584010675726	2.293957889183771	[30638 25813 11342  7292  3925 12355]	[0. 1. 2. 4. 7. 8.]
scene0419_02	9	0.03992439450591619	2.6301573096408224	[45638 51427 15626  3523 15323  4518  8920 40115  3836]	[ 0.  1.  2.  4.  5.  6.  7.  8. 13.]
scene0181_02	8	0.035195367384895274	2.6167438706111183	[56550 39033 18614 11358  7398  8124  7746 25797]	[0. 1. 2. 4. 5. 6. 7. 8.]
scene0126_02	6	0.1150189336010029	1.750287456870543	[60112 26501  2524  6805   996 11449]	[0. 1. 2. 4. 7. 8.]
scene0181_00	8	0.04928700132323545	2.4854637012468146	[85293 37171 17688 12013  6380  7670 12097 33872]	[0. 1. 2. 4. 5. 6. 7. 8.]
scene0181_01	8	0.059824527915049455	2.4500312835050964	[96552 40539 21231 13726  9203  8835  6697 37337]	[0. 1. 2. 4. 5. 6. 7. 8.]
scene0280_02	5	0.0	1.7403806691475106	[12483  4224  3854   173  2245]	[0. 1. 3. 7. 8.]
scene0200_00	7	0.04424247517739011	2.457783871553401	[22040 15711  4501  7849   703 10057  7723]	[0. 1. 2. 3. 4. 7. 8.]
scene0200_01	6	0.051637206606780645	2.208116835886538	[23208 15547  9382   742  4975  9277]	[0. 1. 3. 4. 7. 8.]
scene0344_00	4	0.0	1.5965572405195132	[30403 15724  2587  7976]	[1. 4. 5. 6.]
scene0200_02	6	0.09437733832175307	2.1972132961749966	[29258 16032  8704   656 10880  8604]	[0. 1. 3. 4. 7. 8.]
scene0597_01	5	0.07949534703118213	1.6447054112922357	[32090 39485 10365  1464  2065]	[0. 1. 2. 4. 6.]
scene0344_01	5	0.0	2.060106952646944	[ 2164 25351 14425 16323  9823]	[0. 1. 4. 5. 6.]
scene0597_02	4	0.09830737034940303	1.5124531900076437	[34252 36700 10954  1042]	[0. 1. 2. 4.]
scene0597_00	4	0.14322603596751637	1.5535338411739927	[33094 38646 14704   931]	[0. 1. 2. 4.]
scene0205_00	5	0.0	2.116325421269326	[21580 16837 11913  2862 10199]	[0. 1. 2. 6. 7.]
scene0281_00	6	0.010345075211949427	2.067566286330629	[45144 92606 15805 24530 17069  3418]	[0. 1. 4. 5. 6. 8.]
scene0536_01	7	0.0	2.387172223041874	[31735 28648  9364  8882  3982  1908 17145]	[0. 1. 4. 5. 6. 7. 8.]
scene0536_02	7	0.0	2.503603164317063	[24235 30546 10146 10400  8727  2010 12535]	[0. 1. 4. 5. 6. 7. 8.]
scene0205_02	4	0.11026172583570873	1.5947539932008996	[27215 14023 10510  1293]	[0. 1. 2. 7.]
scene0205_01	5	0.0	2.0046004358251497	[30224 15870 10611  2988  8850]	[0. 1. 2. 6. 7.]
scene0536_00	6	0.0	2.3020261161096256	[42292 27522  8719  8155  8933 23820]	[0. 1. 4. 5. 6. 8.]
scene0420_01	7	0.0	2.3306534400168153	[47699 60778  2999 36380 16895  3738 16653]	[0. 1. 2. 4. 6. 7. 8.]
scene0666_00	5	0.35191337306208187	1.5331198635467413	[16387 29686  3946  1637   981]	[0. 1. 4. 6. 8.]
scene0111_01	6	0.05230680097726813	2.130983501194155	[45095 23223 11212  9712  4455  5868]	[0. 1. 2. 5. 6. 7.]
scene0420_02	7	0.0	2.2802551864612246	[62239 60692  2672 32778 14756  4788 15895]	[0. 1. 2. 4. 6. 7. 8.]
scene0484_00	3	0.0	1.1990033468096022	[25930  2876 36061]	[1. 4. 5.]
scene0666_02	5	0.5971030226844181	1.562047379442183	[17659 28113  3990  1557  1109]	[0. 1. 4. 6. 8.]
scene0666_01	5	0.38174223082528186	1.3484553410805433	[14944 29086  2000  1041   572]	[0. 1. 4. 6. 8.]
scene0111_00	6	0.02889626459370542	2.158612297990426	[53878 24080 23371 10283  5148  6953]	[0. 1. 2. 5. 6. 7.]
